train_loss,step,epoch,val_acc,val_loss,test_acc,test_loss
2.2805404663085938,49,0,,,,
2.022463083267212,99,0,,,,
1.658433198928833,149,0,,,,
1.2990608215332031,199,0,,,,
1.0320411920547485,249,0,,,,
0.8665295839309692,299,0,,,,
0.7221122980117798,349,0,,,,
0.6404613852500916,399,0,,,,
0.6423822641372681,449,0,,,,
0.6170645356178284,499,0,,,,
0.5524594783782959,549,0,,,,
0.4843387305736542,599,0,,,,
0.6224162578582764,649,0,,,,
0.3769412636756897,699,0,,,,
0.5354942679405212,749,0,,,,
0.32868537306785583,799,0,,,,
0.5937598943710327,849,0,,,,
0.4578021168708801,899,0,,,,
,937,0,0.9372000098228455,0.21492351591587067,,
0.7674106359481812,949,1,,,,
0.5477424263954163,999,1,,,,
0.47650402784347534,1049,1,,,,
0.379153311252594,1099,1,,,,
0.40001481771469116,1149,1,,,,
0.3186436593532562,1199,1,,,,
0.5315304398536682,1249,1,,,,
0.3876063823699951,1299,1,,,,
0.6545575857162476,1349,1,,,,
0.5420399308204651,1399,1,,,,
0.19532273709774017,1449,1,,,,
0.5281120538711548,1499,1,,,,
0.421828955411911,1549,1,,,,
0.3230283260345459,1599,1,,,,
0.3566683828830719,1649,1,,,,
0.20082169771194458,1699,1,,,,
0.2932175099849701,1749,1,,,,
0.2272241711616516,1799,1,,,,
0.40865358710289,1849,1,,,,
,1875,1,0.9602000117301941,0.1323351263999939,,
0.3183245360851288,1899,2,,,,
0.42577922344207764,1949,2,,,,
0.3289123773574829,1999,2,,,,
0.20708367228507996,2049,2,,,,
0.24298667907714844,2099,2,,,,
0.4160696268081665,2149,2,,,,
0.394653856754303,2199,2,,,,
0.2878347635269165,2249,2,,,,
0.4057655334472656,2299,2,,,,
0.19157934188842773,2349,2,,,,
0.4057140052318573,2399,2,,,,
0.4661971628665924,2449,2,,,,
0.21519605815410614,2499,2,,,,
0.2687393128871918,2549,2,,,,
0.24192126095294952,2599,2,,,,
0.2360498011112213,2649,2,,,,
0.5231001377105713,2699,2,,,,
0.33019378781318665,2749,2,,,,
0.3456856608390808,2799,2,,,,
,2813,2,0.9689000248908997,0.0975819081068039,,
,2814,3,,,0.9689000248908997,0.0975819081068039
